scorer,,,Shawn Pavey,Shawn Pavey,Shawn Pavey,Shawn Pavey,Shawn Pavey,Shawn Pavey,Shawn Pavey,Shawn Pavey,Shawn Pavey,Shawn Pavey,Shawn Pavey,Shawn Pavey,Shawn Pavey,Shawn Pavey,Shawn Pavey,Shawn Pavey,Shawn Pavey,Shawn Pavey,Shawn Pavey,Shawn Pavey
bodyparts,,,Nose,Nose,Tail,Tail,FL_ground,FL_ground,FL_gen,FL_gen,FR_ground,FR_ground,FR_gen,FR_gen,BL_ground,BL_ground,BL_gen,BL_gen,BR_ground,BR_ground,BR_gen,BR_gen
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,20240705_4153_01,img004.png,988.3430349902973,185.20546443753716,1246.5840869723131,198.34667985837999,,,1036.2997501986777,214.36908833431053,1111.4698632579239,180.18205358216153,1112.1188312042116,180.70633158121512,1239.2812959853675,246.11952160882342,1239.229642406968,245.87809065314858,,,1197.332145412043,164.51742526032123
labeled-data,20240705_4153_01,img077.png,897.9808687859944,193.06304410747654,1155.2068353028908,201.57555800924297,1018.8790433975498,211.10165509966802,1020.3778189484202,211.18470208425904,,,951.40030828,169.05950381003484,1087.7951425167114,236.55868443338227,1088.369343810779,236.72298018425056,1146.7184961816317,167.81213756179477,1145.983917129963,166.10961838534695
labeled-data,20240705_4153_01,img168.png,764.1400950746937,177.87172341226042,1019.9168407817322,189.95159666613625,830.4847241791803,211.10063523611637,832.1009819141262,210.38860552174617,,,885.7223418726882,165.87511755998335,1048.1340495106542,235.6895345711257,1046.9723225601097,235.52883534048124,952.4275468925539,163.1948998849217,952.5324524393352,162.9252321352955
labeled-data,20240705_4153_01,img254.png,665.8150485322172,195.28995247509278,916.7814770774862,209.9553645158934,,,731.4603630916602,215.54165319847618,740.2198080433673,170.98738636406233,741.9676231813569,170.38383759535142,866.3392753403721,234.3741429305174,869.0447408384829,232.7424973716862,,,897.3798901660534,148.79760442920087
labeled-data,20240705_4153_01,img307.png,610.3654604763628,204.1226302185032,864.3031041367316,187.00935529483468,661.0238774551206,227.51046268123127,662.1999621530402,226.28895679239994,737.4577884149065,170.56246026737603,738.0929694003213,169.73806196517882,865.8154366957094,234.3741429305174,865.4936467785386,233.56747833906888,,,778.5571742142959,162.0360048477391
labeled-data,20240705_4153_01,img353.png,565.8076031654098,172.16058250032393,817.3487704528985,192.9583206484425,661.0238774551206,227.51046268123127,660.2097207467581,226.28895679239994,,,624.7323864337516,168.84720391643617,760.2880737441553,240.45993082331722,760.0108522455832,239.5382025579154,768.9272892333371,163.59294816617816,769.5163153918795,163.9733317382569
labeled-data,20240705_4153_01,img396.png,532.0200105846704,132.34884550596442,770.1819737207222,216.32925596618747,,,623.1912305899095,226.28895679239994,587.1518236412039,155.95148904466544,587.6002876988274,155.60880349789795,700.373494111391,238.76022643657214,699.1094652133486,238.34405771414612,764.5487581395163,163.99099644743458,763.7043347203262,164.29621955334318
labeled-data,20240705_4153_01,img413.png,516.8286898894543,123.18166922436848,753.6539461821576,218.03796643124525,,,561.0956987139057,190.0665631980643,587.1518236412039,155.95148904466544,587.277399883741,155.60880349789795,698.886252772989,239.82254167828782,698.3133686508356,239.5382025579154,,,727.5408994306608,154.28669728566797
labeled-data,20240705_4153_01,img466.png,462.08755152220994,115.3240895544291,704.5749820148932,203.59047914391198,506.4785474149947,178.0646263083072,508.55332558805617,178.12511476037125,583.2771698601683,154.01416215414767,584.3714095479644,154.64014005263908,696.5491592412145,240.03500472663097,695.9250789632971,239.5382025579154,,,635.8407599461523,156.22402417618576
labeled-data,20240705_4153_01,img519.png,407.9119043476753,149.26231174577197,662.082372346266,199.55368122539238,506.4785474149947,178.0646263083072,507.150718019841,178.8597314612058,,,470.1001585434577,131.8786323543675,,,593.8410249197593,233.46757810813003,620.7782086544267,157.9538984551266,620.5494232134727,159.00059731385284
labeled-data,20240705_4153_01,img525.png,401.87982054053646,156.32846706270604,655.920943944315,201.89077475716687,506.4785474149947,178.0646263083072,506.3546214573281,177.66558661743653,,,458.95480666827757,135.46106688567542,571.2847636335011,227.6872239738206,573.1762047542363,226.68693399131777,620.7782086544267,157.9538984551266,619.3552783697035,159.3986455951093
labeled-data,20240705_4153_01,img609.png,319.15409975691796,195.10614868002722,581.3464139758742,180.64446992285326,,,378.1830748927559,213.09188364925927,417.6000896393324,162.7800026077265,417.95583369886464,162.92639829236947,561.0865373130306,225.56259349038925,560.2606921507844,224.1038314706274,,,534.9690427433391,145.46695575113404
